Potential,GSAslope,SS,FirstNorm,LastNorm,OrthogonalityDefect,Frobenius,TraceNorm,$L_{\infty}$-norm,DetOfLog,GSO_Linfty
75161.408633,0.062352,365421454.669075,4221.618647,4869.078660,165.897596,54256.017768,361211.231571,53698.000000,-193.723886,35172.000000
75154.816897,0.062273,362697513.719515,4221.618647,4869.078660,165.084168,53781.167847,360157.402594,53698.000000,-193.050462,35172.000000
75135.484406,0.062041,357603319.811410,4221.618647,4869.078660,165.250918,53860.704916,362078.225926,53698.000000,-193.540972,35172.000000
75120.901786,0.061866,355083625.775401,4221.618647,4869.078660,165.170272,53860.921362,362906.918286,53698.000000,-193.285409,35172.000000
75126.206715,0.061929,353913296.149191,4221.618647,4869.078660,164.089635,53226.820072,359710.507048,53698.000000,-193.476761,35172.000000
75137.948494,0.062070,355429728.858033,4221.618647,4869.078660,164.869957,53681.682677,361710.724800,53698.000000,-192.820171,35172.000000
75119.794287,0.061853,351568745.086606,4221.618647,4869.078660,164.291981,53382.836942,361342.035267,53698.000000,-193.471914,35172.000000
75129.281286,0.061966,351267581.671337,4221.618647,4869.078660,164.089497,53203.564711,361017.542598,53698.000000,-193.946420,35172.000000
75116.135856,0.061809,349530624.221248,4221.618647,4869.078660,164.179210,53253.300057,361723.371884,53698.000000,-192.700219,35172.000000
75100.033884,0.061615,346097515.793827,4221.618647,4869.078660,164.304480,53324.013540,362612.842046,53698.000000,-193.192525,35172.000000
75090.929943,0.061506,343594564.001407,4221.618647,4869.078660,164.212890,53296.434308,362793.666950,53698.000000,-193.770295,35172.000000
75094.443797,0.061548,343903566.281567,4221.618647,4869.078660,164.545605,53476.603379,363678.853418,53698.000000,-192.930833,35172.000000
75084.276151,0.061426,342066174.822193,4221.618647,4869.078660,163.559989,52934.167605,361541.963453,53698.000000,-193.505299,35172.000000
75087.189445,0.061461,341930320.686386,4221.618647,4869.078660,164.304634,53280.022889,363319.990303,53698.000000,-192.449069,35172.000000
75048.025703,0.060991,337765034.090762,4221.618647,4869.078660,164.079774,53228.887092,362506.960280,53698.000000,-192.985363,35172.000000
75049.002271,0.061003,337770527.586314,4221.618647,4869.078660,164.259693,53286.890255,364263.741477,53698.000000,-192.996298,35172.000000
75045.766715,0.060964,337776830.193700,4221.618647,4869.078660,163.177570,52758.429829,360381.478982,53698.000000,-192.129761,35172.000000
75024.251860,0.060706,334037409.579885,4221.618647,4869.078660,163.957845,53128.192553,362057.048822,53698.000000,-192.552991,35172.000000
75021.759006,0.060676,333717169.606143,4221.618647,4869.078660,163.920644,53096.068386,361410.762569,53432.000000,-192.120968,35172.000000
75021.563808,0.060674,333532148.813729,4221.618647,4869.078660,163.482734,52855.338803,360642.600862,53432.000000,-192.595666,35172.000000
75034.291672,0.060826,333908198.635807,4221.618647,4869.078660,163.815118,53087.101258,361729.213776,53432.000000,-193.245066,35172.000000
74988.435917,0.060276,331256330.640524,4221.618647,4869.078660,162.078331,52174.239582,357040.664450,53432.000000,-194.316182,35172.000000
74997.538392,0.060385,331560030.116362,4221.618647,4869.078660,162.551398,52409.318799,357987.117490,53432.000000,-192.619611,35172.000000
75000.405043,0.060420,331816890.508583,4221.618647,4869.078660,162.275967,52246.850709,357456.040347,53432.000000,-191.843613,35172.000000
75009.262113,0.060526,332021392.472360,4221.618647,4869.078660,162.614551,52414.005027,357327.606623,53432.000000,-192.265773,35172.000000
75009.569023,0.060530,331884256.833158,4221.618647,4869.078660,161.617232,51892.284253,354825.025182,53432.000000,-192.066130,35172.000000
75020.301354,0.060658,332369519.766152,4221.618647,4869.078660,162.840616,52537.260787,358284.956543,53432.000000,-193.773214,35172.000000
75005.935014,0.060486,331806234.273706,4221.618647,4869.078660,161.407376,51805.451093,353884.738692,53432.000000,-193.442460,35172.000000
74987.703907,0.060267,330582977.754796,4221.618647,4869.078660,161.460664,51810.888431,354930.090030,53432.000000,-191.886160,35172.000000
74987.428205,0.060264,330582963.215179,4221.618647,4869.078660,161.336808,51737.297050,353837.504971,53432.000000,-192.654797,35172.000000
74987.177000,0.060261,330579339.133621,4221.618647,4869.078660,161.330784,51733.435146,353101.163556,53432.000000,-192.278474,35172.000000
74986.893861,0.060258,330572543.109939,4221.618647,4869.078660,161.100177,51577.518901,351234.245626,50544.000000,-193.130117,35172.000000
74991.904645,0.060318,330448707.483479,4221.618647,4869.078660,160.421710,51225.448246,348628.037034,48436.000000,-193.079086,35172.000000
74991.688387,0.060315,330444058.417922,4221.618647,4869.078660,160.436223,51224.290878,348492.123000,48436.000000,-192.417981,35172.000000
74993.065628,0.060332,330342651.086599,4221.618647,4869.078660,160.428453,51243.861642,347165.194173,48436.000000,-193.361567,35172.000000
74992.997262,0.060331,330341083.811983,4221.618647,4869.078660,160.420252,51239.939852,346579.417344,48436.000000,-193.321234,35172.000000
74990.582543,0.060302,330077134.700990,4221.618647,4869.078660,161.214119,51639.408101,348941.566172,48436.000000,-192.950407,35172.000000
74990.582543,0.060302,330077134.700990,4221.618647,4869.078660,161.249992,51662.432947,348281.453468,48436.000000,-193.201481,35172.000000
74982.458188,0.060204,329343891.297174,4221.618647,4869.078660,161.135522,51602.076838,346036.965921,50612.000000,-193.243200,35172.000000
74982.458188,0.060204,329343891.297174,4221.618647,4869.078660,161.198148,51635.434306,345164.198266,50612.000000,-193.224431,35172.000000
74978.554070,0.060157,329072870.744222,4221.618647,4869.078660,160.094856,51135.601062,342520.389940,49419.000000,-192.924616,35172.000000
74978.554070,0.060157,329072870.744222,4221.618647,4869.078660,159.857555,50993.974056,340293.776161,49419.000000,-193.425025,35172.000000
74963.625472,0.059978,328758415.955940,4221.618647,4869.078660,160.015144,51025.917562,339418.262866,49419.000000,-193.077215,35172.000000
74963.401354,0.059976,328756800.646538,4221.618647,4869.078660,159.958568,50993.180632,338251.500115,49419.000000,-193.319239,35172.000000
74962.720610,0.059967,328407962.734574,4221.618647,4869.078660,159.814984,50916.200123,337246.450257,49419.000000,-192.038296,35172.000000
74953.570641,0.059858,328252804.554737,4221.618647,4869.078660,160.612557,51397.813903,338921.766270,49773.000000,-193.664171,35172.000000
74953.459835,0.059856,328252628.697108,4221.618647,4869.078660,160.301480,51220.620974,336584.574748,49773.000000,-193.449513,35172.000000
74953.375222,0.059855,328252628.032355,4221.618647,4485.777859,160.432197,51289.724039,336286.120005,49773.000000,-194.183679,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74929.007511,0.059563,327470852.226651,4221.618647,5383.367441,159.907673,50935.578037,333544.505923,49419.000000,-193.717242,35172.000000
74917.497964,0.059425,327201859.665545,4221.618647,5168.765326,160.531142,51260.983779,334883.270756,49509.000000,-194.128010,35172.000000
74905.683444,0.059283,326814127.426370,4221.618647,5101.613470,159.344403,50723.439207,331560.332913,49419.000000,-194.495814,35172.000000
74905.683444,0.059283,326814127.426370,4221.618647,5101.613470,159.344403,50723.439207,331560.332913,49419.000000,-194.495814,35172.000000
74905.683444,0.059283,326814127.426370,4221.618647,5101.613470,159.344403,50723.439207,331560.332913,49419.000000,-194.495814,35172.000000
74897.382634,0.059183,326706025.689685,4221.618647,5323.167196,159.437483,50739.013836,331043.603499,49419.000000,-194.079691,35172.000000
74897.382634,0.059183,326706025.689685,4221.618647,5323.167196,159.437483,50739.013836,331043.603499,49419.000000,-194.079691,35172.000000
74897.382634,0.059183,326706025.689685,4221.618647,5323.167196,159.437483,50739.013836,331043.603499,49419.000000,-194.079691,35172.000000
74898.275958,0.059194,326711804.735314,4221.618647,5047.388533,159.785421,50962.023743,331426.068290,49419.000000,-193.856529,35172.000000
74898.275958,0.059194,326711804.735314,4221.618647,5047.388533,159.785421,50962.023743,331426.068290,49419.000000,-193.856529,35172.000000
74894.334474,0.059147,326677715.584472,4221.618647,5529.624761,160.017444,51037.761344,332653.731045,49419.000000,-194.240250,35172.000000
74894.334474,0.059147,326677715.584472,4221.618647,5529.624761,160.017444,51037.761344,332653.731045,49419.000000,-194.240250,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74887.792227,0.059068,326613311.225143,4221.618647,5529.624761,160.582000,51367.844397,334754.830645,49419.000000,-194.344568,35172.000000
74891.713136,0.059115,327498957.243453,3899.343406,5529.624761,160.668347,51341.404724,335138.193472,49419.000000,-194.455167,34031.902970
74892.683518,0.059127,328342583.064737,3899.343406,5529.624761,159.758494,50914.030718,333282.037718,49419.000000,-194.080392,34019.975338
74899.986571,0.059215,330784283.845435,3899.343406,5529.624761,159.474691,50788.688002,334799.484035,49419.000000,-193.734553,30769.187209
74900.548649,0.059221,331387272.304069,3899.343406,5529.624761,159.802198,50956.515001,334921.540123,49419.000000,-193.944840,30686.237122
74907.924876,0.059310,334734117.761290,3899.343406,5529.624761,159.834611,51023.201830,335922.479732,52739.000000,-193.724627,30686.237122
74908.865892,0.059321,335892619.899521,3899.343406,5529.624761,160.124840,51111.492798,336994.106257,49419.000000,-193.587164,30686.237122
74894.202236,0.059145,327651587.487393,3899.343406,5529.624761,161.104749,51537.072152,342444.243145,49419.000000,-193.751375,30686.237122
74896.623720,0.059174,328091231.701097,3899.343406,5529.624761,160.793047,51385.775396,342039.089476,49419.000000,-193.757946,30686.237122
74893.896977,0.059141,326836150.153774,3899.343406,5529.624761,160.957758,51469.053692,345064.889660,49812.000000,-193.672805,30686.237122
74898.511282,0.059197,326683699.733575,3899.343406,5529.624761,160.896710,51432.395861,344833.154652,48436.000000,-193.892876,30686.237122
74896.877790,0.059177,326123738.569833,3899.343406,5529.624761,160.759725,51369.128550,344527.727229,49266.000000,-193.246975,30686.237122
74907.052955,0.059299,328355257.413420,3899.343406,5529.624761,160.570086,51275.327634,344634.738768,48436.000000,-193.264863,30686.237122
74918.515695,0.059437,329627092.662320,3899.343406,5529.624761,160.143710,51084.239262,342517.298937,48436.000000,-193.433301,30686.237122
74920.292907,0.059458,330544095.568330,3899.343406,5529.624761,159.721639,50872.420141,343167.177787,48436.000000,-193.521516,30686.237122
74929.144311,0.059564,331384805.157339,3899.343406,5529.624761,160.034076,50985.554170,344978.900556,47810.000000,-194.216060,30686.237122
74930.385834,0.059579,332003883.045757,3899.343406,5529.624761,159.943145,50972.558745,346328.232456,47810.000000,-193.584886,30686.237122
74939.668003,0.059691,332423682.655414,3899.343406,5529.624761,161.161709,51598.030360,350338.256467,48838.000000,-192.905469,30686.237122
74938.708389,0.059679,330700996.156864,3899.343406,5529.624761,160.522464,51273.111911,348558.911520,49749.000000,-193.226065,30686.237122
74928.201397,0.059553,328041590.260629,3899.343406,5529.624761,160.582874,51264.932039,350372.656241,49749.000000,-193.978657,30686.237122
74921.929176,0.059478,326454701.000966,3899.343406,5529.624761,159.595466,50768.415319,347601.908191,47867.000000,-193.717534,30686.237122
74933.747679,0.059620,327488118.575576,3899.343406,5529.624761,158.905096,50444.976004,345254.429180,47810.000000,-193.312216,30686.237122
74933.985238,0.059623,327543193.996849,3899.343406,5529.624761,160.114964,51046.446008,349523.760650,48314.000000,-193.612831,30686.237122
74928.185582,0.059553,324778161.468477,3899.343406,5529.624761,159.646830,50828.992642,349894.273272,47810.000000,-192.993422,30686.237122
74919.891419,0.059453,323395629.499853,3899.343406,5529.624761,159.460435,50731.345685,347904.570253,47810.000000,-192.127356,30686.237122
74922.678218,0.059487,321955117.580166,3899.343406,5529.624761,159.699171,50897.046476,350162.044719,50047.000000,-193.306576,30686.237122
74919.701281,0.059451,321164152.039979,3899.343406,5529.624761,159.229928,50606.409436,347705.043939,48248.000000,-193.459737,30686.237122
74915.981304,0.059407,319375615.646428,3899.343406,5529.624761,158.850061,50470.687473,346275.280909,47810.000000,-193.353533,30686.237122
74931.548065,0.059593,320532324.247608,3899.343406,5529.624761,158.434235,50213.472385,345349.266637,47810.000000,-192.833437,30686.237122
74944.248695,0.059746,321438189.416834,3899.343406,5529.624761,158.711606,50355.674596,346481.539242,47810.000000,-193.377589,30686.237122
74915.019652,0.059395,318418078.215017,3899.343406,5529.624761,158.758154,50370.499362,347748.989160,47810.000000,-192.810254,30686.237122
74911.392577,0.059351,317806314.174669,3899.343406,5529.624761,159.191430,50575.904273,349062.092327,47810.000000,-192.911309,30686.237122
74902.204276,0.059241,316812941.427700,3899.343406,5529.624761,159.291912,50644.735649,349689.007308,47810.000000,-192.136002,30686.237122
74907.849703,0.059309,317052506.518066,3899.343406,5529.624761,158.340028,50204.746140,348022.244707,47708.000000,-193.565219,30686.237122
74892.491180,0.059125,315285632.193388,3899.343406,5529.624761,158.454310,50209.912000,347264.044481,47708.000000,-192.344261,30686.237122
74895.656349,0.059163,315538904.833822,3899.343406,5529.624761,158.629824,50292.237512,348463.118327,47708.000000,-193.014386,30686.237122
74868.864961,0.058841,313886026.876214,3899.343406,5529.624761,157.968265,49958.898457,346981.082260,47708.000000,-192.831718,30686.237122
74863.914667,0.058782,313522263.129417,3899.343406,5529.624761,158.135880,50053.411232,345920.389806,47708.000000,-194.064577,30686.237122
74856.127887,0.058688,313079785.326971,3899.343406,5529.624761,158.560045,50251.769611,346335.294271,47708.000000,-193.228385,30686.237122
74853.769978,0.058660,312609438.235926,3899.343406,5529.624761,158.355983,50153.957561,346425.284471,47708.000000,-192.060046,30686.237122
74855.034982,0.058675,312184264.128766,3899.343406,5529.624761,158.019610,49974.906793,345402.923590,47708.000000,-193.299108,30686.237122
74853.986188,0.058662,312103310.097523,3899.343406,5529.624761,158.413676,50169.790143,345397.852956,47708.000000,-192.910347,30686.237122
74853.829687,0.058661,312102107.708402,3899.343406,5529.624761,158.584002,50238.056123,345652.933612,47708.000000,-192.981646,30686.237122
74853.667825,0.058659,312100825.722570,3899.343406,5529.624761,158.534401,50210.473658,344738.238041,47708.000000,-192.215509,30686.237122
74853.497430,0.058657,312099871.951119,3899.343406,5529.624761,158.382680,50119.653999,343649.690621,47708.000000,-192.431614,30686.237122
74854.780258,0.058672,311943463.187338,3899.343406,5529.624761,157.851758,49851.115013,343621.628981,47708.000000,-192.265273,30686.237122
74854.780258,0.058672,311943463.187338,3899.343406,5529.624761,157.822044,49835.239399,342677.023550,47708.000000,-192.524338,30686.237122
74851.415099,0.058632,311586265.099935,3899.343406,5529.624761,158.641343,50259.528748,344327.620517,47803.000000,-193.302951,30686.237122
74851.415099,0.058632,311586265.099935,3899.343406,5529.624761,158.601105,50233.710305,343554.325178,47803.000000,-193.120748,30686.237122
74833.845564,0.058421,310675774.794726,3899.343406,5529.624761,157.285689,49587.192651,338231.755536,48485.000000,-193.180865,30686.237122
74833.550544,0.058417,310673754.453970,3899.343406,5529.624761,157.112482,49504.039330,336921.710221,48485.000000,-193.244941,30686.237122
74839.716529,0.058491,310582774.260670,3899.343406,5529.624761,157.677962,49775.016695,338592.008388,47708.000000,-192.693396,30686.237122
74839.716529,0.058491,310582774.260670,3899.343406,5529.624761,157.492874,49674.470747,337230.438406,47708.000000,-192.753788,30686.237122
74838.189643,0.058473,310367473.945576,3899.343406,5529.624761,157.837411,49871.249202,336251.790400,47708.000000,-192.947519,30686.237122
74838.189643,0.058473,310367473.945576,3899.343406,5529.624761,157.652182,49774.539666,334813.794928,47708.000000,-192.797657,30686.237122
74836.260056,0.058450,310259697.731007,3899.343406,5529.624761,157.500555,49694.409716,334004.136134,47708.000000,-192.060472,30686.237122
74836.260056,0.058450,310259697.731007,3899.343406,5529.624761,157.369621,49611.611725,332325.451497,47708.000000,-192.115387,30686.237122
74783.375391,0.057815,309024627.681958,3899.343406,5529.624761,156.641955,49200.726682,328690.495322,45502.000000,-193.553378,30686.237122
74788.941513,0.057882,309034795.718259,3899.343406,5529.624761,155.716561,48769.439242,324426.639486,45502.000000,-193.895889,30686.237122
74788.833364,0.057881,309034742.654393,3899.343406,5529.624761,155.811287,48817.001168,323909.631500,45502.000000,-193.830501,30686.237122
74788.719731,0.057879,309034090.589936,3899.343406,3780.510151,155.731638,48770.861167,322480.703258,44916.000000,-193.873737,30686.237122
74781.763376,0.057796,308805964.202431,3899.343406,5052.282158,156.771210,49279.931950,325499.134081,45392.000000,-193.630988,30686.237122
74773.659840,0.057698,308504634.395325,3899.343406,5472.966380,156.122294,48945.283491,322678.372662,47837.000000,-194.408390,30686.237122
74771.878527,0.057677,308483025.525056,3899.343406,5472.966380,155.924129,48824.456300,322982.653625,47837.000000,-194.179998,30686.237122
74771.878527,0.057677,308483025.525056,3899.343406,5472.966380,155.924129,48824.456300,322982.653625,47837.000000,-194.179998,30686.237122
74771.878527,0.057677,308483025.525056,3899.343406,5472.966380,155.924129,48824.456300,322982.653625,47837.000000,-194.179998,30686.237122
74771.878527,0.057677,308483025.525056,3899.343406,5472.966380,155.924129,48824.456300,322982.653625,47837.000000,-194.179998,30686.237122
74771.878527,0.057677,308483025.525056,3899.343406,5472.966380,155.924129,48824.456300,322982.653625,47837.000000,-194.179998,30686.237122
74773.017362,0.057691,308494533.411619,3899.343406,5472.966380,156.671119,49238.712432,324341.360999,47837.000000,-193.652206,30686.237122
74773.017362,0.057691,308494533.411619,3899.343406,5472.966380,156.671119,49238.712432,324341.360999,47837.000000,-193.652206,30686.237122
74769.488657,0.057648,308453289.608402,3899.343406,5472.966380,155.350733,48550.273490,321871.221478,44907.000000,-193.608146,30686.237122
74762.141150,0.057560,308353803.229274,3899.343406,4649.399424,155.665806,48714.762516,322167.231831,46656.000000,-194.270625,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74755.024192,0.057475,308201634.314632,3899.343406,5320.297830,155.672996,48706.429206,321768.077417,46984.000000,-193.601517,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.416325,0.057492,308202363.591132,3899.343406,4981.281060,155.893721,48800.916918,321895.718524,44907.000000,-194.070079,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74756.320365,0.057490,308202238.295414,3899.343406,5019.802387,155.642423,48679.931892,321649.469262,44907.000000,-194.286004,30686.237122
74755.336390,0.057479,307607639.347311,3899.343406,5019.802387,155.430809,48576.124022,321743.927599,44679.000000,-193.898608,30958.228950
74768.464703,0.057636,311227849.077485,3899.343406,5019.802387,155.225613,48487.407623,322567.632331,44679.000000,-193.360342,30958.228950
74775.915146,0.057726,313933927.993884,3899.343406,5019.802387,155.838088,48818.489018,325141.867031,46139.000000,-193.317354,30958.228950
74775.442843,0.057720,313532131.314525,3899.343406,5019.802387,155.238990,48507.799981,322752.619524,44679.000000,-193.697758,30958.228950
74786.662013,0.057855,315719564.651290,3899.343406,5019.802387,155.681248,48731.424635,325116.228864,45889.000000,-194.088388,30958.228950
74793.405412,0.057935,317116743.690517,3705.974636,5019.802387,154.849760,48355.301064,323146.278732,46110.000000,-193.994721,30382.000000
74794.629696,0.057950,317113404.002864,3705.974636,5019.802387,155.351611,48641.268692,325186.143235,46149.000000,-193.526284,30382.000000
74794.337849,0.057947,318272154.447168,3705.974636,5019.802387,155.747219,48849.791965,327237.839895,49277.000000,-193.974591,30382.000000
74780.504485,0.057781,312122553.106531,3705.974636,5019.802387,155.404233,48662.918398,328278.161125,46110.000000,-193.885613,30382.000000
74791.280883,0.057910,313591305.376695,3705.974636,5019.802387,154.786771,48397.710803,328260.606149,46373.000000,-193.262876,30382.000000
74790.079878,0.057896,313301979.664334,3705.974636,5019.802387,155.573028,48724.646905,330544.575496,47088.000000,-193.612604,30382.000000
74785.390389,0.057839,311978673.659384,3705.974636,5019.802387,156.249466,49086.608408,330216.877916,48296.000000,-194.467664,30382.000000
74789.911750,0.057894,312867512.509644,3705.974636,5019.802387,155.112742,48488.538893,328051.763719,45728.000000,-193.981640,30382.000000
74777.699909,0.057747,310710309.881562,3705.974636,5019.802387,156.264194,49076.027620,333805.809368,50638.000000,-193.506068,30382.000000
74777.699909,0.057747,310710309.881562,3705.974636,5019.802387,156.249342,49068.427548,333803.296047,50638.000000,-193.265514,30382.000000
74785.061104,0.057835,310971086.087500,3705.974636,5019.802387,156.407178,49152.982626,332790.627315,48287.000000,-194.065679,30382.000000
74795.915513,0.057966,312067193.350060,3705.974636,5019.802387,155.364589,48618.658353,329752.113626,46583.000000,-193.112332,30382.000000
74801.435819,0.058032,312727052.646910,3705.974636,5019.802387,154.981391,48437.922272,330277.475800,46583.000000,-194.257773,30382.000000
74811.923385,0.058158,313785329.035654,3705.974636,5019.802387,155.120896,48495.563292,331026.652431,46874.000000,-193.487350,30382.000000
74817.356676,0.058223,313390928.553918,3705.974636,5019.802387,154.598202,48233.494866,329854.954146,45623.000000,-194.239695,30382.000000
74810.604004,0.058142,312146459.882910,3705.974636,5019.802387,155.607678,48739.618915,333525.528478,46348.000000,-193.754782,30382.000000
74819.676029,0.058251,313010804.513059,3705.974636,5019.802387,156.212467,49043.595769,336159.421694,45659.000000,-193.967117,30382.000000
74826.768335,0.058336,313441711.145346,3705.974636,5019.802387,156.545415,49259.770635,337572.534740,46712.000000,-193.095931,30382.000000
74779.495043,0.057769,306574158.320361,3705.974636,5019.802387,155.543768,48739.940562,334903.664025,46284.000000,-193.312032,30382.000000
74785.989938,0.057846,307120162.282299,3705.974636,5019.802387,155.686803,48819.013130,335827.218595,48367.000000,-194.071066,30382.000000
74795.706612,0.057963,307941507.705499,3705.974636,5019.802387,156.432508,49240.212205,336471.210414,47759.000000,-193.705482,30382.000000
74794.577795,0.057950,307264328.820732,3705.974636,5019.802387,155.746315,48874.211881,335816.430161,47459.000000,-193.262979,30382.000000
